Duration,Intended Duration
0.5100778,0.5
0.4891791,0.5
0.4991985,0.5
0.506738,0.5
0.4910581,0.5
0.5100403,0.5
0.4893007,0.5
0.5082832,0.5
0.4938021,0.5
0.4924125,0.5
0.5232656,0.5
0.4814,0.5
0.5093381,0.5
0.4927782,0.5
0.5120556,0.5
0.4875738,0.5
0.5088542,0.5
0.4921353,0.5
0.4986007,0.5
0.509545,0.5
0.4913037,0.5
0.5067959,0.5
0.4924607,0.5
0.5076259,0.5
0.4932182,0.5
0.4915178,0.5
0.5203605,0.5
0.4904507,0.5
0.5104451,0.5
0.4849584,0.5
0.511045,0.5
0.4949508,0.5
0.5075766,0.5
0.4862393,0.5
0.5034075,0.5
0.5110201,0.5
0.491179,0.5
0.5090349,0.5
0.4853939,0.5
0.5107153,0.5
0.4918937,0.5
0.4922124,0.5
0.5181963,0.5
0.4897554,0.5
0.5136222,0.5
0.4837099,0.5
0.5119222,0.5
0.4901766,0.5
0.5092246,0.5
0.4894722,0.5
0.5016734,0.5
0.5065958,0.5
0.4937216,0.5
0.5094523,0.5
0.4902436,0.5
0.5093845,0.5
0.4926206,0.5
0.4884155,0.5
0.5184103,0.5
0.4914027,0.5
0.5113388,0.5
0.4961257,0.5
0.5017726,0.5
0.4915041,0.5
0.5094833,0.5
0.4936463,0.5
0.4936423,0.5
0.5107939,0.5
0.4932322,0.5
0.5113913,0.5
0.4877969,0.5
0.5070709,0.5
0.4932368,0.5
0.4869857,0.5
0.5225246,0.5
0.4898135,0.5
0.5092167,0.5
0.4872189,0.5
0.5165758,0.5
0.4890296,0.5
0.5097075,0.5
0.4846298,0.5
0.5015584,0.5
0.5148405,0.5
0.4858269,0.5
0.5163632,0.5
0.4822727,0.5
0.5144982,0.5
0.4865766,0.5
0.494004,0.5
0.5159197,0.5
0.4921119,0.5
0.5111645,0.5
0.4855773,0.5
0.5152009,0.5
0.4859115,0.5
0.5134895,0.5
0.4866517,0.5
0.4978157,0.5
0.5131243,0.5
0.4893862,0.5
0.5104413,0.5
0.4927735,0.5
0.5045481,0.5
0.491757,0.5
0.4933189,0.5
0.51793,0.5
0.4888168,0.5
0.509716,0.5
0.4929851,0.5
0.5082266,0.5
0.4877371,0.5
0.5138139,0.5
0.4924006,0.5
0.4960425,0.5
0.5165232,0.5
0.4833332,0.5
0.5117081,0.5
0.488703,0.5
0.511884,0.5
0.4846245,0.5
0.4949134,0.5
0.5151164,0.5
0.4946032,0.5
0.5055526,0.5
0.4940441,0.5
0.5084994,0.5
0.4941664,0.5
0.5031275,0.5
0.495703,0.5
0.4944054,0.5
0.5115834,0.5
0.4925343,0.5
0.5100617,0.5
0.4914986,0.5
0.5052381,0.5
0.4915837,0.5
0.4934731,0.5
0.515253,0.5
0.4921841,0.5
0.5122756,0.5
0.4889896,0.5
0.5069089,0.5
0.488761,0.5
0.5139402,0.5
0.4856389,0.5
0.5061544,0.5
0.513184,0.5
0.4878404,0.5
0.5067254,0.5
0.4863225,0.5
0.510478,0.5
0.4953468,0.5
0.4887953,0.5
0.5181392,0.5
0.4902364,0.5
0.5068442,0.5
0.4949818,0.5
0.5094325,0.5
0.4865774,0.5
0.5139844,0.5
0.4876607,0.5
0.4980671,0.5
0.5109303,0.5
